_id,명칭,원가,판매가,image link,상품상세
658be64b5d71fd74e3b1fcb0,Gleener Ultimate 글리너 퍼즈 리무버 패브릭 면도기 및 보풀 제거기 슬레이트 블루,,"30,130",https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/asin/B00KIUX30G/B.jpg?1703440826359,"상품상태 새상품 상품번호 6441209285\n배송방법 (해외항공배송)택배 배송가능지역 전국\n영수증발행 온라인 현금 영수증 발급 불가, 신용카드 전표 정보는 나의 11번가 PC 참조 원산지 중국\nA/S안내 수입제품으로 제조사 A/S가 불가능할 수 있습니다.\n반품가능여부 반품가능 (자세한 반품 기준은 판매자 정보(반품/교환) 탭을 확인해주시기 바랍니다.)\n인증·검사정보 해외 직구 상품으로 해당사항 없음 (전기용품/생활용품 및 방송통신기자재는 동일 제품 1개 구매 기준)"
658be6545d71fd74e3b1fcbb,Calvin Klein 남성용 울트라 소프트 모던 모달 트렁크 3팩 3 블랙 M,"72,500","50,260",https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/asin/B09D8MJNZP/B.jpg?1703450467703,"상품상태 새상품 상품번호 4225014194\n배송방법 (해외항공배송)택배 배송가능지역 전국\n영수증발행 온라인 현금 영수증 발급 불가, 신용카드 전표 정보는 나의 11번가 PC 참조 원산지 이집트\nA/S안내 수입제품으로 제조사 A/S가 불가능할 수 있습니다.\n반품가능여부 반품가능 (자세한 반품 기준은 판매자 정보(반품/교환) 탭을 확인해주시기 바랍니다.)\n인증·검사정보 해외 직구 상품으로 해당사항 없음 (전기용품/생활용품 및 방송통신기자재는 동일 제품 1개 구매 기준)"
658be65c5d71fd74e3b1fcc6,Srixon Q-스타 투어 디바이드 골프공 블루 옐로우 12개,"44,390","28,940",https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/asin/B08R6KDX8Y/B.jpg?1703443040200,"상품상태 새상품 상품번호 5424177014\n배송방법 (해외항공배송)택배 배송가능지역 전국\n영수증발행 온라인 현금 영수증 발급 불가, 신용카드 전표 정보는 나의 11번가 PC 참조 원산지 기타\nA/S안내 수입제품으로 제조사 A/S가 불가능할 수 있습니다.\n반품가능여부 반품가능 (자세한 반품 기준은 판매자 정보(반품/교환) 탭을 확인해주시기 바랍니다.)\n인증·검사정보 해외 직구 상품으로 해당사항 없음 (전기용품/생활용품 및 방송통신기자재는 동일 제품 1개 구매 기준)"
